0	-62.9931	-63.005	-63.005
0.01	-62.9863	-63.0101	-63.016
0.02	-62.9794	-63.015	-63.0328
0.03	-62.9726	-63.02	-63.0555
0.04	-62.9657	-63.025	-63.084
0.05	-62.9589	-63.0299	-63.1181
0.06	-62.952	-63.0348	-63.158
0.07	-62.9452	-63.0397	-63.2034
0.08	-62.9384	-63.0446	-63.2544
0.09	-62.9315	-63.0495	-63.3107
0.1	-62.9247	-63.0543	-63.3724
0.11	-62.9179	-63.0592	-63.4392
0.12	-62.9111	-63.064	-63.5112
0.13	-62.9042	-63.0688	-63.5881
0.14	-62.8974	-63.0735	-63.6699
0.15	-62.8906	-63.0783	-63.7564
0.16	-62.8838	-63.083	-63.8475
0.17	-62.877	-63.0877	-63.943
0.18	-62.8702	-63.0924	-64.0428
0.19	-62.8634	-63.0971	-64.1468
0.2	-62.8566	-63.1018	-64.2547
0.21	-62.8498	-63.1064	-64.3665
0.22	-62.843	-63.111	-64.4819
0.23	-62.8362	-63.1156	-64.6009
0.24	-62.8294	-63.1202	-64.7232
0.25	-62.8226	-63.1248	-64.8486
0.26	-62.8158	-63.1293	-64.977
0.27	-62.8091	-63.1339	-65.1083
0.28	-62.8023	-63.1384	-65.2422
0.29	-62.7955	-63.1429	-65.3786
0.3	-62.7887	-63.1474	-65.5172
0.31	-62.782	-63.1518	-65.658
0.32	-62.7752	-63.1563	-65.8007
0.33	-62.7684	-63.1607	-65.9452
0.34	-62.7617	-63.1651	-66.0913
0.35	-62.7549	-63.1695	-66.2388
0.36	-62.7482	-63.1739	-66.3876
0.37	-62.7414	-63.1782	-66.5375
0.38	-62.7347	-63.1826	-66.6882
0.39	-62.7279	-63.1869	-66.8397
0.4	-62.7212	-63.1912	-66.9919
0.41	-62.7144	-63.1955	-67.1444
0.42	-62.7077	-63.1997	-67.2972
0.43	-62.701	-63.204	-67.4502
0.44	-62.6942	-63.2082	-67.6031
0.45	-62.6875	-63.2124	-67.7559
0.46	-62.6808	-63.2166	-67.9084
0.47	-62.6741	-63.2208	-68.0604
0.48	-62.6674	-63.225	-68.2118
0.49	-62.6606	-63.2291	-68.3626
0.5	-62.6539	-63.2332	-68.5125
0.51	-62.6472	-63.2373	-68.6615
0.52	-62.6405	-63.2414	-68.8094
0.53	-62.6338	-63.2455	-68.9562
0.54	-62.6271	-63.2496	-69.1017
0.55	-62.6204	-63.2536	-69.2458
0.56	-62.6137	-63.2576	-69.3885
0.57	-62.607	-63.2616	-69.5296
0.58	-62.6003	-63.2656	-69.6691
0.59	-62.5936	-63.2696	-69.8069
0.6	-62.5869	-63.2736	-69.9429
0.61	-62.5803	-63.2775	-70.077
0.62	-62.5736	-63.2814	-70.2092
0.63	-62.5669	-63.2853	-70.3394
0.64	-62.5602	-63.2892	-70.4676
0.65	-62.5536	-63.2931	-70.5937
0.66	-62.5469	-63.2969	-70.7177
0.67	-62.5402	-63.3008	-70.8394
0.68	-62.5336	-63.3046	-70.959
0.69	-62.5269	-63.3084	-71.0763
0.7	-62.5202	-63.3122	-71.1914
0.71	-62.5136	-63.316	-71.3042
0.72	-62.5069	-63.3197	-71.4146
0.73	-62.5003	-63.3235	-71.5227
0.74	-62.4936	-63.3272	-71.6285
0.75	-62.487	-63.3309	-71.7319
0.76	-62.4803	-63.3346	-71.833
0.77	-62.4737	-63.3383	-71.9317
0.78	-62.4671	-63.342	-72.028
0.79	-62.4604	-63.3456	-72.122
0.8	-62.4538	-63.3492	-72.2137
0.81	-62.4472	-63.3528	-72.303
0.82	-62.4406	-63.3564	-72.39
0.83	-62.4339	-63.36	-72.4746
0.84	-62.4273	-63.3636	-72.557
0.85	-62.4207	-63.3671	-72.6371
0.86	-62.4141	-63.3707	-72.715
0.87	-62.4075	-63.3742	-72.7907
0.88	-62.4008	-63.3777	-72.8642
0.89	-62.3942	-63.3812	-72.9355
0.9	-62.3876	-63.3846	-73.0046
0.91	-62.381	-63.3881	-73.0717
0.92	-62.3744	-63.3915	-73.1367
0.93	-62.3678	-63.395	-73.1997
0.94	-62.3612	-63.3984	-73.2606
0.95	-62.3546	-63.4018	-73.3196
0.96	-62.3481	-63.4051	-73.3767
0.97	-62.3415	-63.4085	-73.4319
0.98	-62.3349	-63.4118	-73.4853
0.99	-62.3283	-63.4152	-73.5368
1	-62.3217	-63.4185	-73.5866
1.01	-62.3151	-63.4218	-73.6346
1.02	-62.3086	-63.4251	-73.681
1.03	-62.302	-63.4283	-73.7257
1.04	-62.2954	-63.4316	-73.7688
1.05	-62.2889	-63.4348	-73.8103
1.06	-62.2823	-63.438	-73.8503
1.07	-62.2757	-63.4413	-73.8888
1.08	-62.2692	-63.4445	-73.9259
1.09	-62.2626	-63.4476	-73.9616
1.1	-62.2561	-63.4508	-73.996
1.11	-62.2495	-63.4539	-74.029
1.12	-62.243	-63.4571	-74.0607
1.13	-62.2364	-63.4602	-74.0912
1.14	-62.2299	-63.4633	-74.1205
1.15	-62.2233	-63.4664	-74.1486
1.16	-62.2168	-63.4695	-74.1756
1.17	-62.2102	-63.4725	-74.2015
1.18	-62.2037	-63.4756	-74.2264
1.19	-62.1972	-63.4786	-74.2502
1.2	-62.1906	-63.4816	-74.2731
1.21	-62.1841	-63.4846	-74.295
1.22	-62.1776	-63.4876	-74.316
1.23	-62.1711	-63.4906	-74.3361
1.24	-62.1645	-63.4935	-74.3553
1.25	-62.158	-63.4965	-74.3738
1.26	-62.1515	-63.4994	-74.3914
1.27	-62.145	-63.5023	-74.4084
1.28	-62.1385	-63.5052	-74.4245
1.29	-62.132	-63.5081	-74.44
1.3	-62.1255	-63.511	-74.4548
1.31	-62.1189	-63.5138	-74.469
1.32	-62.1124	-63.5167	-74.4825
1.33	-62.1059	-63.5195	-74.4955
1.34	-62.0994	-63.5223	-74.5079
1.35	-62.0929	-63.5251	-74.5197
1.36	-62.0865	-63.5279	-74.531
1.37	-62.08	-63.5307	-74.5419
1.38	-62.0735	-63.5334	-74.5522
1.39	-62.067	-63.5362	-74.5621
1.4	-62.0605	-63.5389	-74.5715
1.41	-62.054	-63.5416	-74.5806
1.42	-62.0475	-63.5443	-74.5892
1.43	-62.0411	-63.547	-74.5974
1.44	-62.0346	-63.5497	-74.6053
1.45	-62.0281	-63.5523	-74.6129
1.46	-62.0216	-63.555	-74.6201
1.47	-62.0152	-63.5576	-74.6269
1.48	-62.0087	-63.5602	-74.6335
1.49	-62.0022	-63.5628	-74.6398
1.5	-61.9958	-63.5654	-74.6458
1.51	-61.9893	-63.568	-74.6516
1.52	-61.9829	-63.5706	-74.6571
1.53	-61.9764	-63.5731	-74.6624
1.54	-61.9699	-63.5757	-74.6674
1.55	-61.9635	-63.5782	-74.6723
1.56	-61.957	-63.5807	-74.6769
1.57	-61.9506	-63.5832	-74.6813
1.58	-61.9441	-63.5857	-74.6856
1.59	-61.9377	-63.5882	-74.6897
1.6	-61.9313	-63.5906	-74.6936
1.61	-61.9248	-63.5931	-74.6973
1.62	-61.9184	-63.5955	-74.7009
1.63	-61.9119	-63.5979	-74.7044
1.64	-61.9055	-63.6003	-74.7077
1.65	-61.8991	-63.6027	-74.7109
1.66	-61.8927	-63.6051	-74.714
1.67	-61.8862	-63.6074	-74.7169
1.68	-61.8798	-63.6098	-74.7198
1.69	-61.8734	-63.6121	-74.7225
1.7	-61.867	-63.6145	-74.7251
1.71	-61.8605	-63.6168	-74.7277
1.72	-61.8541	-63.6191	-74.7301
1.73	-61.8477	-63.6214	-74.7325
1.74	-61.8413	-63.6236	-74.7348
1.75	-61.8349	-63.6259	-74.737
1.76	-61.8285	-63.6281	-74.7392
1.77	-61.8221	-63.6304	-74.7412
1.78	-61.8157	-63.6326	-74.7432
1.79	-61.8093	-63.6348	-74.7452
1.8	-61.8029	-63.637	-74.7471
1.81	-61.7965	-63.6392	-74.7489
1.82	-61.7901	-63.6414	-74.7506
1.83	-61.7837	-63.6435	-74.7524
1.84	-61.7773	-63.6457	-74.754
1.85	-61.7709	-63.6478	-74.7557
1.86	-61.7645	-63.6499	-74.7572
1.87	-61.7581	-63.652	-74.7588
1.88	-61.7517	-63.6541	-74.7603
1.89	-61.7453	-63.6562	-74.7617
1.9	-61.7389	-63.6583	-74.7632
1.91	-61.7326	-63.6604	-74.7646
1.92	-61.7262	-63.6624	-74.7659
1.93	-61.7198	-63.6644	-74.7673
1.94	-61.7134	-63.6665	-74.7686
1.95	-61.7071	-63.6685	-74.7698
1.96	-61.7007	-63.6705	-74.7711
1.97	-61.6943	-63.6725	-74.7723
1.98	-61.688	-63.6744	-74.7735
1.99	-61.6816	-63.6764	-74.7746
2	-61.6752	-63.6783	-74.7758
2.01	-61.6689	-63.6803	-74.7769
2.02	-61.6625	-63.6822	-74.778
2.03	-61.6561	-63.6841	-74.7791
2.04	-61.6498	-63.686	-74.7802
2.05	-61.6434	-63.6879	-74.7812
2.06	-61.6371	-63.6898	-74.7822
2.07	-61.6307	-63.6916	-74.7832
2.08	-61.6244	-63.6935	-74.7842
2.09	-61.618	-63.6953	-74.7852
2.1	-61.6117	-63.6972	-74.7862
2.11	-61.6053	-63.699	-74.7871
2.12	-61.599	-63.7008	-74.788
2.13	-61.5927	-63.7026	-74.789
2.14	-61.5863	-63.7044	-74.7899
2.15	-61.58	-63.7061	-74.7908
2.16	-61.5736	-63.7079	-74.7916
2.17	-61.5673	-63.7097	-74.7925
2.18	-61.561	-63.7114	-74.7934
2.19	-61.5546	-63.7131	-74.7942
2.2	-61.5483	-63.7148	-74.795
2.21	-61.542	-63.7165	-74.7959
2.22	-61.5357	-63.7182	-74.7967
2.23	-61.5293	-63.7199	-74.7975
2.24	-61.523	-63.7216	-74.7983
2.25	-61.5167	-63.7232	-74.7991
2.26	-61.5104	-63.7249	-74.7998
2.27	-61.5041	-63.7265	-74.8006
2.28	-61.4977	-63.7281	-74.8013
2.29	-61.4914	-63.7297	-74.8021
2.3	-61.4851	-63.7313	-74.8028
2.31	-61.4788	-63.7329	-74.8036
2.32	-61.4725	-63.7345	-74.8043
2.33	-61.4662	-63.7361	-74.805
2.34	-61.4599	-63.7376	-74.8057
2.35	-61.4536	-63.7392	-74.8064
2.36	-61.4473	-63.7407	-74.8071
2.37	-61.441	-63.7422	-74.8078
2.38	-61.4347	-63.7437	-74.8084
2.39	-61.4284	-63.7452	-74.8091
2.4	-61.4221	-63.7467	-74.8098
2.41	-61.4158	-63.7482	-74.8104
2.42	-61.4095	-63.7496	-74.8111
2.43	-61.4032	-63.7511	-74.8117
2.44	-61.3969	-63.7526	-74.8124
2.45	-61.3906	-63.754	-74.813
2.46	-61.3843	-63.7554	-74.8136
2.47	-61.378	-63.7568	-74.8142
2.48	-61.3717	-63.7582	-74.8148
2.49	-61.3655	-63.7596	-74.8154
2.5	-61.3592	-63.761	-74.816
2.51	-61.3529	-63.7624	-74.8166
2.52	-61.3466	-63.7637	-74.8172
2.53	-61.3403	-63.7651	-74.8178
